"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"F3",37893.3319698132,1.50338546995617,0.0878441134920912,17.1142426076338,1.16217488872334e-65,5.59114230767902e-63
"UPP1",14039.7155694062,-1.43019243793662,0.0835617734810819,-17.1153911454549,1.13947711032972e-65,5.59114230767902e-63
"HERPUD1",7002.1114772392,0.844736041185888,0.0494743228749246,17.0742314820852,2.30845319453697e-65,1.08534025534969e-62
"ARRDC3",2701.03450151453,-1.47091468518135,0.0863776585909005,-17.0288788695681,5.01559475652222e-65,2.30572463840389e-62
"DSG3",5134.64942762819,-1.30928281928154,0.0770497130033949,-16.992702091231,9.30042271040971e-65,4.18256183935317e-62
"H1-0",7700.9550015659,-0.964848541056077,0.057405182612031,-16.8076904759095,2.14361646831184e-63,9.43510508084407e-61
"SAMHD1",2224.83691677078,0.878405646754467,0.0528319425254378,16.6264120675012,4.48670000925756e-62,1.93367423107315e-59
"AC018629.1",677.433816122666,1.46089173794103,0.0882347454581082,16.556875982995,1.42819507406748e-61,6.02960642800693e-59
"TXNRD1",13593.9149688835,0.775632232785917,0.0470295112000365,16.4924578843021,4.15689893296055e-61,1.7198753645231e-58
"MOK",5764.19502772197,0.874725323570609,0.0533575377577842,16.3936598338067,2.12270513317271e-60,8.61027472351842e-58
"MCM2",3720.28020431017,1.17871817703615,0.0719792631743673,16.3758022109888,2.84728397855666e-60,1.13272622431542e-57
"COX19",928.266226601375,-1.28769329847364,0.0789295104093932,-16.3144721384259,7.78764587898206e-60,3.03967981695287e-57
"MCM3",5986.46939763682,1.00348762215844,0.0617591848396473,16.2483948705592,2.29289349885003e-59,8.7839051501316e-57
"AL161431.1",3405.7528213759,0.829690488523615,0.0512114448090913,16.201270860773,4.93956129183075e-59,1.8579037171655e-56
"HEIH",1399.54094649958,-1.31218381513396,0.0816329304359607,-16.0741971178327,3.8697453618451e-58,1.42952539822303e-55
"ID1",1967.15878864455,-1.74877574308833,0.109424969913505,-15.9815053590661,1.719429149409e-57,6.24032119540771e-55
"CHAF1A",1940.19361840883,1.20042298227097,0.0752513169180052,15.9521857083108,2.75097895871674e-57,9.81198305499536e-55
"MCM7",7471.80065026397,0.933807889798341,0.0587217895437935,15.9022382841709,6.11406453324761e-57,2.1437568304965e-54
"SLC29A1",2131.07180814027,1.13846506533636,0.0719005287754002,15.8338900245455,1.81636089645585e-56,6.26250964416369e-54
"XPOT",14788.5238854068,-0.80578392871853,0.0509566084880663,-15.8131389161671,2.52563266930275e-56,8.5652070540764e-54
"SLC22A1",162.297412995569,2.38646734914239,0.151064754854986,15.7976448671516,3.22958522575787e-56,1.07758757363311e-53
"INSIG1",7762.36222766306,0.908509070285986,0.0577329517471212,15.7364043027869,8.51465382458271e-56,2.79591497887528e-53
"ARHGDIB",2130.94526684205,0.973020714635612,0.0619109836093269,15.7164473557003,1.16685717624554e-55,3.74885808428799e-53
"UCA1",954.521810515827,1.32647082852595,0.0844033808077147,15.7158494817627,1.1779174142153e-55,3.74885808428799e-53
"TGM2",3374.13549174411,1.28186961370807,0.0819622683996157,15.63975276353,3.90240204529954e-55,1.22316653198654e-52
